54.484	1000	64	64	0	99.990000	8341.489188	0.000000	8341.489188	0.000000	0.000000	0.000000	-1
54.458	1001	64	64	0	99.990000	14781.535344	0.000000	14781.535344	0.000000	0.000000	0.000000	-1
52.785	1002	64	64	0	99.990000	597.219863	0.000000	597.219863	0.000000	0.000000	0.000000	-1
52.519	1003	64	64	0	99.990000	8407.155774	0.000000	8407.155774	0.000000	0.000000	0.000000	-1
53.260	1004	64	64	0	99.990000	362.997194	0.000000	362.997194	0.000000	0.000000	0.000000	-1
52.401	1005	64	64	0	99.990000	299562.232469	0.000000	299562.232469	0.000000	0.000000	0.000000	-1
197.567	1006	64	64	2	45.796167	85890.258203	87666.872954	85890.258204	87666.848818	20905682.457588	3.254851	0
52.510	1007	64	64	0	99.990000	204734.977410	0.000000	204734.977409	0.000000	0.000000	0.000000	-1
53.453	1008	64	64	0	99.990000	21617.671278	0.000000	21617.671278	0.000000	0.000000	0.000000	-1
52.985	1009	64	64	0	99.990000	23086.791676	0.000000	23086.791676	0.000000	0.000000	0.000000	-1
53.110	100	64	64	0	99.990000	5778.176669	0.000000	5778.176670	0.000000	0.000000	0.000000	-1
54.420	1010	64	64	3	79.792464	8905.294862	31713.476571	8905.294446	31713.476433	3035.097886	164.235903	0
54.651	1011	64	64	0	99.990000	6499.813707	0.000000	6499.813707	0.000000	0.000000	0.000000	-1
10.989	1012	64	64	2	14.939731	65376.959950	66427.953608	65376.959950	66427.953608	28344.822185	32.960457	0
121.277	1013	63	63	1	22.096021	6118.357685	6337.342937	6118.357685	6337.117592	22.152195	16.824489	1
52.364	1014	64	64	0	99.990000	30805.826631	0.000000	30805.826631	0.000000	0.000000	0.000000	-1
53.808	1015	64	64	0	99.990000	274.400704	0.000000	274.400704	0.000000	0.000000	0.000000	-1
5.836	1016	64	64	2	7.398633	481.970103	469.414703	481.970103	469.414703	9.183372	3.127728	0
54.380	1017	64	64	0	99.990000	13042.159823	0.000000	13042.159823	0.000000	0.000000	0.000000	-1
53.616	1018	64	64	0	99.990000	64092.357123	0.000000	64092.357152	0.000000	0.000000	0.000000	-1
53.342	1019	64	64	0	99.990000	12784.170049	0.000000	12784.170049	0.000000	0.000000	0.000000	-1
92.613	101	64	64	3	45.208949	67964.698781	67960.504560	67964.698781	67960.719395	56.230597	1.624814	1
80.464	1020	64	64	1	2.228486	985.253258	1014.527893	985.253258	1014.473264	17.113534	5.487616	1
11.931	1021	64	64	2	17.632446	2922.540851	9603.567765	2922.540851	9603.567765	4799.920729	124.477256	0
52.755	1022	64	64	0	99.990000	2110.540666	0.000000	2110.540665	0.000000	0.000000	0.000000	-1
52.976	1023	63	63	0	99.990000	30751.995599	0.000000	30751.995599	0.000000	0.000000	0.000000	-1
52.979	1024	64	64	0	99.990000	213479.323111	0.000000	213479.323112	0.000000	0.000000	0.000000	-1
54.878	1025	64	64	0	99.990000	18567.092502	0.000000	18567.092502	0.000000	0.000000	0.000000	-1
1090.085	1026	64	64	3	68.060003	36116.751421	26920.833474	36116.751428	26920.816317	435894.255662	2321387.663724	0
8.274	1027	64	64	2	9.500962	1782.160238	1682.896989	1782.160238	1682.896989	477.242823	4.962096	0
9.182	1028	64	64	2	13.051323	993.398868	812.045814	993.398868	812.045814	15.041716	2.502728	0
53.245	1029	64	64	0	99.990000	1405.714211	0.000000	1405.714211	0.000000	0.000000	0.000000	-1
52.956	102	64	64	0	99.990000	72078.520843	0.000000	72078.520847	0.000000	0.000000	0.000000	-1
57.480	1030	64	64	3	91.186198	41714.961042	41724.082967	41714.961042	41724.086410	2.076990	0.006923	1
